timestamp,segment,mode,tracking_mode,sample_rate,eyes_tracked,left_gaze_x,left_gaze_y,left_pupil,right_gaze_x,right_gaze_y,right_pupil,status,left_raw_px,left_raw_py,left_raw_pa,left_raw_width,left_raw_height,left_raw_crx,left_raw_cry,left_raw_crarea,left_raw_cr2x,left_raw_cr2y,left_raw_cr2area,right_raw_px,right_raw_py,right_raw_pa,right_raw_width,right_raw_height,right_raw_crx,right_raw_cry,right_raw_crarea,right_raw_cr2x,right_raw_cr2y,right_raw_cr2area
332024,1,RECORD,CR,1000,LR,572.9,475.9,1145.0,583.4,502.2,1189.0,.....,,,,,,,,,,,,,,,,,,,,,,
332025,1,RECORD,CR,1000,LR,572.8,475.9,1146.0,583.5,501.2,1190.0,.....,1089.328125,1059.7421875,32700.0,41.0,38.0,1102.4609375,1076.16015625,57.0,,,0.0,1635.67578125,1090.33203125,32700.0,39.0,39.0,1640.765625,1105.87890625,49.0,,,0.0
332026,1,RECORD,CR,1000,LR,572.7,475.6,1146.0,583.0,500.9,1189.0,.....,1089.33203125,1059.75390625,32700.0,40.0,39.0,1102.4765625,1076.19140625,58.0,,,0.0,1635.69140625,1090.37109375,32700.0,40.0,39.0,1640.80078125,1105.921875,49.0,,,0.0
332027,1,RECORD,CR,1000,LR,572.6,474.4,1146.0,582.7,499.6,1189.0,.....,1089.3671875,1059.765625,32700.0,40.0,39.0,1102.5,1076.22265625,57.0,,,0.0,1635.71484375,1090.37890625,32700.0,40.0,39.0,1640.83984375,1105.96875,49.0,,,0.0
332028,1,RECORD,CR,1000,LR,572.6,474.4,1146.0,582.8,499.1,1188.0,.....,1089.38671875,1059.78515625,32700.0,40.0,38.0,1102.5234375,1076.2578125,58.0,,,0.0,1635.74609375,1090.4296875,32700.0,40.0,39.0,1640.87890625,1106.0078125,48.0,,,0.0
332029,1,RECORD,CR,1000,LR,572.9,475.0,1145.0,582.8,498.6,1187.0,.....,1089.41015625,1059.828125,32700.0,40.0,37.0,1102.546875,1076.29296875,59.0,,,0.0,1635.78515625,1090.453125,32700.0,40.0,39.0,1640.90234375,1106.05078125,48.0,,,0.0
332030,1,RECORD,CR,1000,LR,572.9,475.3,1145.0,582.8,498.6,1187.0,.....,1089.41796875,1059.89453125,32700.0,40.0,38.0,1102.5703125,1076.328125,60.0,,,0.0,1635.8046875,1090.4765625,32700.0,39.0,39.0,1640.93359375,1106.08984375,49.0,,,0.0
332031,1,RECORD,CR,1000,LR,573.0,475.6,1150.0,582.9,498.6,1187.0,.....,,,,,,,,,,,,,,,,,,,,,,
332032,1,RECORD,CR,1000,LR,573.1,476.0,1150.0,583.0,498.5,1187.0,.....,1089.45703125,1059.94140625,32700.0,40.0,38.0,1102.6015625,1076.39453125,60.0,,,0.0,1635.87890625,1090.5546875,32700.0,39.0,39.0,1641.00390625,1106.1640625,50.0,,,0.0
332033,1,RECORD,CR,1000,LR,573.2,475.9,1151.0,583.9,498.2,1187.0,.....,1089.484375,1059.984375,32700.0,40.0,38.0,1102.625,1076.43359375,60.0,,,0.0,1635.94921875,1090.58984375,32700.0,39.0,39.0,1641.02734375,1106.2109375,49.0,,,0.0
