timestamp,segment,mode,tracking_mode,sample_rate,eyes_tracked,left_gaze_x,left_gaze_y,left_pupil,right_gaze_x,right_gaze_y,right_pupil,status,left_raw_px,left_raw_py,left_raw_pa,left_raw_width,left_raw_height,left_raw_crx,left_raw_cry,left_raw_crarea,left_raw_cr2x,left_raw_cr2y,left_raw_cr2area,right_raw_px,right_raw_py,right_raw_pa,right_raw_width,right_raw_height,right_raw_crx,right_raw_cry,right_raw_crarea,right_raw_cr2x,right_raw_cr2y,right_raw_cr2area
3423306,1,RECORD,CR,1000,LR,626.1,521.9,358.0,638.1,537.8,323.0,.....,,,,,,,,,,,,,,,,,,,,,,
3423307,1,RECORD,CR,1000,LR,625.0,520.7,354.0,638.1,537.8,322.0,.....,1071.64453125,1361.52734375,32700.0,21.0,21.0,1080.2734375,1374.97265625,57.0,,,0.0,1653.96875,1361.61328125,32700.0,18.0,17.0,1658.94921875,1374.765625,92.0,,,0.0
3423308,1,RECORD,CR,1000,LR,625.0,520.6,354.0,638.8,537.7,322.0,.....,1071.65625,1361.5078125,32700.0,21.0,21.0,1080.26171875,1374.984375,57.0,,,0.0,1653.98046875,1361.60546875,32700.0,18.0,17.0,1658.9375,1374.765625,92.0,,,0.0
3423309,1,RECORD,CR,1000,LR,625.0,520.6,354.0,638.9,536.8,322.0,.....,1071.65234375,1361.51953125,32700.0,21.0,21.0,1080.26171875,1374.984375,57.0,,,0.0,1653.96875,1361.64453125,32700.0,18.0,17.0,1658.93359375,1374.76171875,92.0,,,0.0
3423310,1,RECORD,CR,1000,LR,624.9,521.1,357.0,638.9,536.8,323.0,.....,1071.63671875,1361.5234375,32700.0,21.0,21.0,1080.26953125,1374.9765625,57.0,,,0.0,1653.984375,1361.58203125,32700.0,18.0,17.0,1658.92578125,1374.765625,92.0,,,0.0
3423311,1,RECORD,CR,1000,LR,624.9,520.9,357.0,639.0,537.2,323.0,.....,1071.63671875,1361.5390625,32700.0,21.0,21.0,1080.26953125,1374.98046875,57.0,,,0.0,1653.94921875,1361.63671875,32700.0,18.0,17.0,1658.93359375,1374.76171875,92.0,,,0.0
3423312,1,RECORD,CR,1000,LR,624.9,520.9,355.0,639.0,537.2,323.0,.....,1071.6171875,1361.53515625,32700.0,21.0,21.0,1080.2578125,1374.984375,57.0,,,0.0,1653.98046875,1361.6015625,32700.0,18.0,17.0,1658.92578125,1374.76171875,92.0,,,0.0
3423313,1,RECORD,CR,1000,LR,624.9,520.7,355.0,638.5,537.3,324.0,.....,1071.65234375,1361.546875,32700.0,21.0,21.0,1080.2578125,1374.984375,58.0,,,0.0,1653.96875,1361.5625,32700.0,18.0,17.0,1658.921875,1374.76953125,91.0,,,0.0
3423314,1,RECORD,CR,1000,LR,624.0,520.6,355.0,638.4,537.0,324.0,.....,1071.6015625,1361.51953125,32700.0,21.0,21.0,1080.25390625,1374.9921875,58.0,,,0.0,1653.93359375,1361.65234375,32700.0,18.0,17.0,1658.921875,1374.76953125,92.0,,,0.0
3423315,1,RECORD,CR,1000,LR,624.3,520.5,354.0,638.3,537.0,323.0,.....,1071.5859375,1361.51953125,32700.0,21.0,21.0,1080.2578125,1374.98828125,57.0,,,0.0,1653.90625,1361.62109375,32700.0,18.0,17.0,1658.91015625,1374.765625,91.0,,,0.0
3423316,1,RECORD,CR,1000,LR,624.6,520.0,354.0,638.3,537.1,323.0,.....,1071.6328125,1361.56640625,32700.0,21.0,21.0,1080.2578125,1374.98828125,57.0,,,0.0,1653.94140625,1361.62890625,32700.0,18.0,17.0,1658.90625,1374.76953125,91.0,,,0.0
3423317,1,RECORD,CR,1000,LR,624.6,520.0,354.0,638.1,536.1,323.0,.....,1071.63671875,1361.49609375,32700.0,21.0,21.0,1080.2578125,1374.9921875,58.0,,,0.0,1653.9296875,1361.609375,32700.0,18.0,17.0,1658.91015625,1374.7734375,91.0,,,0.0
