timestamp,segment,mode,tracking_mode,sample_rate,eyes_tracked,left_gaze_x,left_gaze_y,left_pupil,right_gaze_x,right_gaze_y,right_pupil,status,left_raw_px,left_raw_py,left_raw_pa,left_raw_width,left_raw_height,left_raw_crx,left_raw_cry,left_raw_crarea,left_raw_cr2x,left_raw_cr2y,left_raw_cr2area,right_raw_px,right_raw_py,right_raw_pa,right_raw_width,right_raw_height,right_raw_crx,right_raw_cry,right_raw_crarea,right_raw_cr2x,right_raw_cr2y,right_raw_cr2area
2885513,1,RECORD,CR,1000,LR,605.3,511.7,2981.0,593.4,483.1,2675.0,.....,,,,,,,,,,,,,,,,,,,,,,
2885514,1,RECORD,CR,1000,LR,605.4,511.6,2978.0,593.4,483.0,2675.0,.....,676.296875,1609.53125,32700.0,64.0,59.0,692.73828125,1636.71484375,189.0,,,0.0,1616.7890625,1671.375,32700.0,59.0,56.0,1621.33203125,1697.8671875,115.0,,,0.0
2885515,1,RECORD,CR,1000,LR,605.4,511.8,2981.0,593.6,483.8,2671.0,.....,676.30859375,1609.46875,32700.0,65.0,60.0,692.73828125,1636.69140625,188.0,,,0.0,1616.7890625,1671.375,32700.0,59.0,56.0,1621.3203125,1697.83984375,115.0,,,0.0
2885516,1,RECORD,CR,1000,LR,605.2,511.9,2981.0,593.6,483.8,2671.0,.....,676.28515625,1609.5078125,32700.0,65.0,59.0,692.7265625,1636.6484375,185.0,,,0.0,1616.79296875,1671.3984375,32700.0,59.0,56.0,1621.32421875,1697.80859375,116.0,,,0.0
2885517,1,RECORD,CR,1000,LR,605.0,512.0,2982.0,593.7,483.8,2670.0,.....,676.2890625,1609.47265625,32700.0,65.0,59.0,692.73046875,1636.6171875,184.0,,,0.0,1616.76953125,1671.36328125,32700.0,59.0,56.0,1621.31640625,1697.7734375,115.0,,,0.0
2885518,1,RECORD,CR,1000,LR,604.7,512.0,2982.0,593.8,483.7,2669.0,.....,676.26953125,1609.46484375,32700.0,66.0,59.0,692.7265625,1636.5859375,183.0,,,0.0,1616.7890625,1671.34375,32700.0,59.0,56.0,1621.3125,1697.7421875,114.0,,,0.0
2885519,1,RECORD,CR,1000,LR,604.7,512.0,2968.0,593.9,483.7,2669.0,.....,676.265625,1609.38671875,32700.0,64.0,60.0,692.71875,1636.5546875,184.0,,,0.0,1616.7890625,1671.30859375,32700.0,59.0,56.0,1621.3125,1697.70703125,114.0,,,0.0
2885520,1,RECORD,CR,1000,LR,605.3,511.9,2968.0,593.9,483.8,2669.0,.....,676.2890625,1609.3984375,32700.0,64.0,59.0,692.71875,1636.5234375,185.0,,,0.0,1616.78125,1671.2734375,32700.0,59.0,56.0,1621.3046875,1697.625,113.0,,,0.0
2885521,1,RECORD,CR,1000,LR,605.4,512.0,2968.0,593.9,483.8,2669.0,.....,676.28125,1609.34375,32700.0,64.0,59.0,692.7109375,1636.49609375,185.0,,,0.0,1616.78515625,1671.2734375,32700.0,59.0,56.0,1621.3046875,1697.66015625,113.0,,,0.0
2885522,1,RECORD,CR,1000,LR,605.4,512.1,2968.0,593.5,483.8,2668.0,.....,676.28515625,1609.33984375,32700.0,64.0,59.0,692.71875,1636.47265625,186.0,,,0.0,1616.75390625,1671.2421875,32700.0,59.0,56.0,1621.30078125,1697.63671875,113.0,,,0.0
