timestamp,segment,mode,tracking_mode,sample_rate,eyes_tracked,left_gaze_x,left_gaze_y,left_pupil,right_gaze_x,right_gaze_y,right_pupil,status,left_raw_px,left_raw_py,left_raw_pa,left_raw_width,left_raw_height,left_raw_crx,left_raw_cry,left_raw_crarea,left_raw_cr2x,left_raw_cr2y,left_raw_cr2area,right_raw_px,right_raw_py,right_raw_pa,right_raw_width,right_raw_height,right_raw_crx,right_raw_cry,right_raw_crarea,right_raw_cr2x,right_raw_cr2y,right_raw_cr2area
2403374,1,RECORD,CR,1000,LR,651.3,530.2,1126.0,648.1,523.5,922.0,.....,,,,,,,,,,,,,,,,,,,,,,
2403375,1,RECORD,CR,1000,LR,651.4,528.6,1127.0,648.1,523.1,923.0,.....,988.421875,2092.1796875,32700.0,37.0,37.0,1001.48046875,2114.61328125,336.0,,,0.0,2051.2890625,1996.51171875,32700.0,34.0,30.0,2056.94921875,2018.140625,244.0,,,0.0
2403376,1,RECORD,CR,1000,LR,651.9,528.8,1127.0,648.2,523.1,923.0,.....,988.37109375,2092.04296875,32700.0,37.0,36.0,1001.4765625,2114.58984375,338.0,,,0.0,2051.34765625,1996.51953125,32700.0,35.0,30.0,2056.953125,2018.0625,245.0,,,0.0
2403377,1,RECORD,CR,1000,LR,652.2,528.8,1124.0,648.1,523.5,923.0,.....,988.46484375,2092.1484375,32700.0,37.0,38.0,1001.4765625,2114.58984375,338.0,,,0.0,2051.29296875,1996.58203125,32700.0,33.0,30.0,2056.9453125,2018.1171875,244.0,,,0.0
2403378,1,RECORD,CR,1000,LR,652.2,528.8,1121.0,648.2,523.5,923.0,.....,988.47265625,2092.0703125,32700.0,38.0,36.0,1001.47265625,2114.57421875,335.0,,,0.0,2051.27734375,1996.55078125,32700.0,35.0,31.0,2056.94921875,2018.109375,244.0,,,0.0
2403379,1,RECORD,CR,1000,LR,650.5,528.7,1121.0,648.3,522.5,923.0,.....,988.30078125,2092.27734375,32700.0,37.0,36.0,1001.46484375,2114.5546875,334.0,,,0.0,2051.31640625,1996.4921875,32700.0,34.0,30.0,2056.953125,2018.1015625,244.0,,,0.0
2403380,1,RECORD,CR,1000,LR,650.5,528.0,1121.0,648.3,522.5,928.0,.....,988.4140625,2092.0078125,32700.0,38.0,37.0,1001.47265625,2114.54296875,335.0,,,0.0,2051.33984375,1996.48046875,32700.0,35.0,30.0,2056.95703125,2018.08984375,244.0,,,0.0
2403381,1,RECORD,CR,1000,LR,650.5,528.0,1136.0,648.2,523.1,928.0,.....,988.38671875,2092.07421875,32700.0,39.0,37.0,1001.47265625,2114.53515625,335.0,,,0.0,2051.296875,1996.51953125,32700.0,35.0,30.0,2056.96484375,2018.08203125,242.0,,,0.0
2403382,1,RECORD,CR,1000,LR,651.0,528.0,1134.0,648.1,523.1,923.0,.....,988.2578125,2092.171875,32700.0,38.0,37.0,1001.4609375,2114.52734375,337.0,,,0.0,2051.32421875,1996.5078125,32700.0,35.0,30.0,2056.96484375,2018.0703125,242.0,,,0.0
2403383,1,RECORD,CR,1000,LR,651.5,528.1,1133.0,648.2,522.9,923.0,.....,988.41015625,2092.05859375,32700.0,39.0,37.0,1001.46484375,2114.50390625,335.0,,,0.0,2051.30859375,1996.453125,32700.0,35.0,31.0,2056.96875,2018.0546875,242.0,,,0.0
