timestamp,segment,mode,tracking_mode,sample_rate,eyes_tracked,left_gaze_x,left_gaze_y,left_pupil,right_gaze_x,right_gaze_y,right_pupil,status,left_raw_px,left_raw_py,left_raw_pa,left_raw_width,left_raw_height,left_raw_crx,left_raw_cry,left_raw_crarea,left_raw_cr2x,left_raw_cr2y,left_raw_cr2area,right_raw_px,right_raw_py,right_raw_pa,right_raw_width,right_raw_height,right_raw_crx,right_raw_cry,right_raw_crarea,right_raw_cr2x,right_raw_cr2y,right_raw_cr2area
512930,1,RECORD,CR,1000,LR,643.5,509.7,816.0,647.0,511.0,593.0,.....,,,,,,,,,,,,,,,,,,,,,,
512931,1,RECORD,CR,1000,LR,643.5,509.6,813.0,647.0,511.0,592.0,.....,1123.0,1108.80859375,32700.0,33.0,32.0,1131.46875,1122.79296875,53.0,,,0.0,1635.1953125,1158.33984375,32700.0,27.0,27.0,1642.08203125,1172.53125,51.0,,,0.0
512932,1,RECORD,CR,1000,LR,643.8,509.5,813.0,647.0,511.0,592.0,.....,1123.0078125,1108.796875,32700.0,33.0,32.0,1131.46484375,1122.796875,54.0,,,0.0,1635.23046875,1158.33203125,32700.0,27.0,27.0,1642.0703125,1172.53125,51.0,,,0.0
512933,1,RECORD,CR,1000,LR,643.7,509.7,813.0,646.2,511.0,592.0,.....,1123.015625,1108.77734375,32700.0,33.0,32.0,1131.44921875,1122.7890625,54.0,,,0.0,1635.171875,1158.328125,32700.0,27.0,27.0,1642.0703125,1172.5234375,51.0,,,0.0
512934,1,RECORD,CR,1000,LR,643.7,509.8,816.0,646.0,510.6,592.0,.....,1122.98046875,1108.80859375,32700.0,33.0,32.0,1131.4453125,1122.796875,54.0,,,0.0,1635.14453125,1158.25,32700.0,27.0,27.0,1642.06640625,1172.52734375,50.0,,,0.0
512935,1,RECORD,CR,1000,LR,643.8,510.1,816.0,646.1,510.3,592.0,.....,1122.96875,1108.82421875,32700.0,33.0,32.0,1131.4296875,1122.796875,54.0,,,0.0,1635.15234375,1158.30859375,32700.0,27.0,27.0,1642.06640625,1172.51953125,51.0,,,0.0
512936,1,RECORD,CR,1000,LR,644.1,510.0,816.0,646.1,509.2,591.0,.....,1122.98046875,1108.75,32700.0,32.0,32.0,1131.42578125,1122.79296875,54.0,,,0.0,1635.16796875,1158.28125,32700.0,27.0,27.0,1642.04296875,1172.51953125,50.0,,,0.0
512937,1,RECORD,CR,1000,LR,644.8,509.9,816.0,646.1,509.2,591.0,.....,1123.0,1108.7734375,32700.0,32.0,32.0,1131.41796875,1122.8046875,54.0,,,0.0,1635.16796875,1158.25,32700.0,27.0,27.0,1642.046875,1172.51171875,49.0,,,0.0
512938,1,RECORD,CR,1000,LR,644.8,510.3,820.0,646.1,509.0,591.0,.....,1122.9765625,1108.84765625,32700.0,33.0,32.0,1131.41015625,1122.80078125,55.0,,,0.0,1635.14453125,1158.296875,32700.0,27.0,27.0,1642.03125,1172.50390625,49.0,,,0.0
512939,1,RECORD,CR,1000,LR,644.2,510.3,820.0,646.2,509.0,590.0,.....,1122.953125,1108.8203125,32700.0,33.0,32.0,1131.41015625,1122.796875,55.0,,,0.0,1635.18359375,1158.3046875,32700.0,27.0,27.0,1642.03515625,1172.5078125,48.0,,,0.0
512940,1,RECORD,CR,1000,LR,643.6,510.4,816.0,646.2,508.7,590.0,.....,1122.91015625,1108.796875,32700.0,33.0,32.0,1131.3984375,1122.80078125,55.0,,,0.0,1635.1484375,1158.30859375,32700.0,27.0,27.0,1642.02734375,1172.50390625,49.0,,,0.0
512941,1,RECORD,CR,1000,LR,643.6,510.3,816.0,646.3,508.5,589.0,.....,1122.91015625,1108.80859375,32700.0,32.0,32.0,1131.390625,1122.80078125,55.0,,,0.0,1635.140625,1158.296875,32700.0,27.0,27.0,1642.01953125,1172.49609375,48.0,,,0.0
512942,1,RECORD,CR,1000,LR,644.3,509.2,816.0,646.3,508.7,589.0,.....,1122.93359375,1108.78125,32700.0,33.0,32.0,1131.3828125,1122.8046875,55.0,,,0.0,1635.15234375,1158.27734375,32700.0,27.0,27.0,1642.015625,1172.4921875,48.0,,,0.0
512943,1,RECORD,CR,1000,LR,644.3,509.5,816.0,646.3,508.8,589.0,.....,1122.9375,1108.75390625,32700.0,33.0,32.0,1131.37890625,1122.80078125,55.0,,,0.0,1635.13671875,1158.2734375,32700.0,27.0,27.0,1642.01171875,1172.484375,49.0,,,0.0
512944,1,RECORD,CR,1000,LR,643.9,509.9,816.0,646.3,508.9,590.0,.....,1122.90625,1108.80078125,32700.0,32.0,32.0,1131.37109375,1122.8046875,55.0,,,0.0,1635.12109375,1158.26171875,32700.0,27.0,27.0,1642.0,1172.4765625,50.0,,,0.0
512945,1,RECORD,CR,1000,LR,643.9,509.9,819.0,645.8,508.9,592.0,.....,1122.875,1108.828125,32700.0,32.0,32.0,1131.3671875,1122.81640625,55.0,,,0.0,1635.08984375,1158.2734375,32700.0,27.0,27.0,1641.99609375,1172.48046875,49.0,,,0.0
512946,1,RECORD,CR,1000,LR,644.5,508.8,820.0,645.9,507.9,592.0,.....,1122.9609375,1108.79296875,32700.0,33.0,32.0,1131.37109375,1122.75,54.0,,,0.0,1635.10546875,1158.24609375,32700.0,27.0,27.0,1641.9921875,1172.48046875,49.0,,,0.0
512947,1,RECORD,CR,1000,LR,644.5,508.8,820.0,645.5,507.9,592.0,.....,1122.93359375,1108.7890625,32700.0,33.0,32.0,1131.36328125,1122.8046875,54.0,,,0.0,1635.08203125,1158.24609375,32700.0,27.0,27.0,1641.984375,1172.4765625,49.0,,,0.0
512948,1,RECORD,CR,1000,LR,643.6,509.0,819.0,645.1,508.0,592.0,.....,1122.890625,1108.8046875,32700.0,32.0,32.0,1131.35546875,1122.81640625,54.0,,,0.0,1635.0703125,1158.1875,32700.0,28.0,27.0,1641.98828125,1172.4765625,49.0,,,0.0
512949,1,RECORD,CR,1000,LR,643.8,508.8,819.0,645.1,508.0,593.0,.....,1122.87109375,1108.8046875,32700.0,33.0,32.0,1131.3515625,1122.82421875,54.0,,,0.0,1635.04296875,1158.234375,32700.0,27.0,27.0,1641.984375,1172.47265625,49.0,,,0.0
512950,1,RECORD,CR,1000,LR,643.8,508.8,819.0,645.5,508.1,592.0,.....,1122.890625,1108.80078125,32700.0,32.0,32.0,1131.33984375,1122.82421875,54.0,,,0.0,1635.10546875,1158.25390625,32700.0,27.0,27.0,1641.98046875,1172.48046875,50.0,,,0.0
512951,1,RECORD,CR,1000,LR,643.8,508.7,819.0,645.4,508.2,592.0,.....,1122.85546875,1108.81640625,32700.0,33.0,32.0,1131.33203125,1122.8203125,54.0,,,0.0,1635.07421875,1158.2421875,32700.0,27.0,27.0,1641.97265625,1172.48828125,50.0,,,0.0
512952,1,RECORD,CR,1000,LR,643.8,508.7,817.0,645.3,508.5,590.0,.....,1122.90625,1108.80859375,32700.0,32.0,32.0,1131.33203125,1122.8203125,53.0,,,0.0,1635.0546875,1158.265625,32700.0,27.0,27.0,1641.96875,1172.48046875,49.0,,,0.0
512953,1,RECORD,CR,1000,LR,643.8,508.3,817.0,647.0,508.1,590.0,.....,1122.84765625,1108.8515625,32700.0,33.0,32.0,1131.32421875,1122.83203125,53.0,,,0.0,1635.1015625,1158.2578125,32700.0,27.0,27.0,1641.9609375,1172.47265625,50.0,,,0.0
512954,1,RECORD,CR,1000,LR,643.8,508.3,812.0,647.0,508.1,590.0,.....,1122.8828125,1108.80859375,32700.0,32.0,32.0,1131.3203125,1122.83984375,53.0,,,0.0,1635.1015625,1158.23828125,32700.0,27.0,27.0,1641.953125,1172.47265625,49.0,,,0.0
512955,1,RECORD,CR,1000,LR,643.7,508.4,812.0,646.7,509.5,590.0,.....,1122.85546875,1108.859375,32700.0,32.0,32.0,1131.30859375,1122.83984375,53.0,,,0.0,1635.0,1158.1875,32700.0,27.0,28.0,1641.9375,1172.4765625,51.0,,,0.0
512956,1,RECORD,CR,1000,LR,643.6,508.4,813.0,646.5,509.5,594.0,.....,1122.8515625,1108.82421875,32700.0,33.0,32.0,1131.3046875,1122.83984375,53.0,,,0.0,1635.046875,1158.2421875,32700.0,27.0,27.0,1641.9375,1172.47265625,51.0,,,0.0
