timestamp,segment,mode,tracking_mode,sample_rate,eyes_tracked,left_gaze_x,left_gaze_y,left_pupil,right_gaze_x,right_gaze_y,right_pupil,status,left_raw_px,left_raw_py,left_raw_pa,left_raw_width,left_raw_height,left_raw_crx,left_raw_cry,left_raw_crarea,left_raw_cr2x,left_raw_cr2y,left_raw_cr2area,right_raw_px,right_raw_py,right_raw_pa,right_raw_width,right_raw_height,right_raw_crx,right_raw_cry,right_raw_crarea,right_raw_cr2x,right_raw_cr2y,right_raw_cr2area
1574182,1,RECORD,CR,1000,LR,638.5,489.9,905.0,657.6,500.6,1040.0,.....,,,,,,,,,,,,,,,,,,,,,,
1574183,1,RECORD,CR,1000,LR,638.5,489.8,905.0,657.4,500.6,1039.0,.....,994.68359375,1314.87109375,32700.0,35.0,34.0,1002.55859375,1325.71875,41.0,,,0.0,1479.78125,1336.14453125,32700.0,36.0,38.0,1484.70703125,1345.63671875,47.0,,,0.0
1574184,1,RECORD,CR,1000,LR,638.6,489.7,907.0,657.4,500.9,1039.0,.....,994.69140625,1314.85546875,32700.0,35.0,34.0,1002.54296875,1325.70703125,42.0,,,0.0,1479.796875,1336.1171875,32700.0,36.0,38.0,1484.6953125,1345.63671875,46.0,,,0.0
1574185,1,RECORD,CR,1000,LR,638.8,489.3,907.0,657.4,500.9,1044.0,.....,994.65625,1314.8515625,32700.0,35.0,34.0,1002.52734375,1325.71484375,42.0,,,0.0,1479.8046875,1336.14453125,32700.0,36.0,38.0,1484.68359375,1345.5625,48.0,,,0.0
1574186,1,RECORD,CR,1000,LR,638.8,489.3,908.0,657.4,501.1,1044.0,.....,994.6328125,1314.84375,32700.0,35.0,35.0,1002.50390625,1325.703125,42.0,,,0.0,1479.76953125,1336.11328125,32700.0,36.0,37.0,1484.66796875,1345.62109375,47.0,,,0.0
1574187,1,RECORD,CR,1000,LR,640.0,491.3,913.0,657.8,501.4,1047.0,.....,994.640625,1314.90625,32700.0,36.0,34.0,1002.5,1325.70703125,43.0,,,0.0,1479.76171875,1336.13671875,32700.0,36.0,38.0,1484.65234375,1345.609375,48.0,,,0.0
1574188,1,RECORD,CR,1000,LR,640.0,491.3,913.0,657.8,501.4,1047.0,.....,994.61328125,1314.859375,32700.0,35.0,34.0,1002.484375,1325.6953125,44.0,,,0.0,1479.76171875,1336.12109375,32700.0,36.0,37.0,1484.65234375,1345.59765625,48.0,,,0.0
1574189,1,RECORD,CR,1000,LR,640.1,491.8,913.0,657.9,500.9,1051.0,.....,994.578125,1314.859375,32700.0,36.0,34.0,1002.46875,1325.6796875,44.0,,,0.0,1479.73046875,1336.05859375,32700.0,36.0,38.0,1484.63671875,1345.58984375,48.0,,,0.0
1574190,1,RECORD,CR,1000,LR,640.1,491.8,908.0,657.8,501.1,1051.0,.....,994.58203125,1314.8671875,32700.0,35.0,34.0,1002.44921875,1325.68359375,44.0,,,0.0,1479.7578125,1336.10546875,32700.0,36.0,38.0,1484.625,1345.58984375,48.0,,,0.0
1574191,1,RECORD,CR,1000,LR,639.0,491.7,908.0,657.8,501.1,1052.0,.....,994.5234375,1314.81640625,32700.0,35.0,34.0,1002.42578125,1325.671875,44.0,,,0.0,1479.71875,1336.10546875,32700.0,36.0,37.0,1484.609375,1345.57421875,48.0,,,0.0
1574192,1,RECORD,CR,1000,LR,639.0,491.7,910.0,657.9,501.1,1052.0,.....,994.5,1314.8359375,32700.0,35.0,34.0,1002.41796875,1325.6640625,44.0,,,0.0,1479.71875,1336.0703125,32700.0,36.0,38.0,1484.59765625,1345.57421875,48.0,,,0.0
1574193,1,RECORD,CR,1000,LR,639.0,491.7,911.0,657.9,501.2,1053.0,.....,994.5546875,1314.87109375,32700.0,35.0,35.0,1002.41015625,1325.6640625,44.0,,,0.0,1479.69140625,1336.078125,32700.0,36.0,38.0,1484.58984375,1345.5,49.0,,,0.0
1574194,1,RECORD,CR,1000,LR,639.0,491.7,911.0,657.9,501.2,1056.0,.....,994.4921875,1314.8359375,32700.0,36.0,34.0,1002.3828125,1325.6484375,43.0,,,0.0,1479.6796875,1336.046875,32700.0,36.0,37.0,1484.5859375,1345.54296875,50.0,,,0.0
1574195,1,RECORD,CR,1000,LR,639.4,491.0,911.0,658.5,501.2,1058.0,.....,994.4453125,1314.8203125,32700.0,35.0,34.0,1002.3671875,1325.6484375,42.0,,,0.0,1479.69140625,1336.0,32700.0,36.0,37.0,1484.5703125,1345.546875,50.0,,,0.0
1574196,1,RECORD,CR,1000,LR,639.4,491.0,916.0,658.5,501.2,1058.0,.....,994.48828125,1314.83203125,32700.0,36.0,34.0,1002.33984375,1325.63671875,42.0,,,0.0,1479.66796875,1336.0390625,32700.0,36.0,37.0,1484.55078125,1345.5390625,50.0,,,0.0
1574197,1,RECORD,CR,1000,LR,638.8,490.5,916.0,658.5,501.2,1058.0,.....,994.4453125,1314.83984375,32700.0,36.0,34.0,1002.328125,1325.62109375,42.0,,,0.0,1479.671875,1336.0546875,32700.0,36.0,38.0,1484.546875,1345.53515625,50.0,,,0.0
1574198,1,RECORD,CR,1000,LR,638.7,490.5,913.0,658.1,500.9,1058.0,.....,994.40234375,1314.78515625,32700.0,36.0,34.0,1002.3125,1325.62109375,42.0,,,0.0,1479.64453125,1335.9921875,32700.0,36.0,37.0,1484.5390625,1345.51953125,50.0,,,0.0
1574199,1,RECORD,CR,1000,LR,638.7,490.4,911.0,658.3,500.6,1059.0,.....,994.41015625,1314.7890625,32700.0,36.0,34.0,1002.296875,1325.6171875,42.0,,,0.0,1479.6328125,1336.03515625,32700.0,36.0,37.0,1484.53125,1345.515625,48.0,,,0.0
1574200,1,RECORD,CR,1000,LR,639.1,489.8,911.0,658.3,500.6,1060.0,.....,994.41796875,1314.7890625,32700.0,36.0,34.0,1002.26953125,1325.6171875,41.0,,,0.0,1479.66015625,1336.01953125,32700.0,36.0,38.0,1484.52734375,1345.51171875,48.0,,,0.0
1574201,1,RECORD,CR,1000,LR,639.1,489.8,911.0,658.3,501.2,1060.0,.....,994.40625,1314.80078125,32700.0,36.0,35.0,1002.25,1325.60546875,40.0,,,0.0,1479.609375,1336.04296875,32700.0,36.0,37.0,1484.5078125,1345.49609375,49.0,,,0.0
1574202,1,RECORD,CR,1000,LR,638.8,489.7,911.0,658.0,501.2,1059.0,.....,994.3359375,1314.796875,32700.0,36.0,34.0,1002.23828125,1325.6015625,41.0,,,0.0,1479.65234375,1336.03515625,32700.0,36.0,37.0,1484.4921875,1345.49609375,48.0,,,0.0
1574203,1,RECORD,CR,1000,LR,638.8,489.7,911.0,658.1,500.6,1059.0,.....,994.36328125,1314.77734375,32700.0,36.0,34.0,1002.22265625,1325.59375,40.0,,,0.0,1479.58984375,1335.9375,32700.0,36.0,37.0,1484.484375,1345.48828125,49.0,,,0.0
1574204,1,RECORD,CR,1000,LR,638.8,490.5,914.0,658.1,500.6,1059.0,.....,994.33203125,1314.76953125,32700.0,36.0,34.0,1002.21484375,1325.58984375,42.0,,,0.0,1479.6015625,1335.9921875,32700.0,36.0,37.0,1484.4765625,1345.48046875,48.0,,,0.0
1574205,1,RECORD,CR,1000,LR,638.8,490.6,914.0,658.1,500.6,1059.0,.....,994.3046875,1314.7734375,32700.0,36.0,34.0,1002.1875,1325.58984375,42.0,,,0.0,1479.59375,1335.9375,32700.0,36.0,37.0,1484.4765625,1345.4921875,49.0,,,0.0
